21 1695203772 0,200000 -1 0,200000 0,200000 0,200000
21 1695203772 0,200000 -1 0,200000 0,200000 0,200000
21 1695203792 0,200000 -1 0,200000 0,200000 0,200000
21 1695203807 0,200000 -1 0,200000 0,200000 0,200000
21 1695203812 0,200000 -1 0,200000 0,200000 0,200000
21 1695203822 0,200000 -1 0,200000 0,200000 0,200000
21 1695203832 0,200000 -1 0,200000 0,200000 0,200000
21 1695203857 0,200000 -1 0,200000 0,200000 0,200000
21 1695203867 0,200000 -1 0,200000 0,200000 0,200000
21 1695203877 0,200000 -1 0,200000 0,200000 0,200000
21 1695203877 0,200000 -1 0,200000 0,200000 0,200000
21 1695203877 0,200000 -1 0,200000 0,200000 0,200000
21 1695203897 0,200000 -1 0,200000 0,200000 0,200000
21 1695203907 0,200000 -1 0,200000 0,200000 0,200000
21 1695203917 0,200000 -1 0,200000 0,200000 0,200000
21 1695203927 0,200000 -1 0,200000 0,200000 0,200000
21 1695203937 0,200000 -1 0,200000 0,200000 0,200000
21 1695203962 0,200000 -1 0,200000 0,200000 0,200000
21 1695203967 0,200000 -1 0,200000 0,200000 0,200000
21 1695203982 0,200000 -1 0,200000 0,200000 0,200000
21 1695203982 0,200000 -1 0,200000 0,200000 0,200000
21 1695203982 0,200000 -1 0,200000 0,200000 0,200000
21 1695204007 0,200000 -1 0,200000 0,200000 0,200000
21 1695204012 0,200000 -1 0,200000 0,200000 0,200000
21 1695204027 0,200000 -1 0,200000 0,200000 0,200000
21 1695204032 0,200000 -1 0,200000 0,200000 0,200000
21 1695204052 0,200000 -1 0,200000 0,200000 0,200000
21 1695204072 0,200000 -1 0,200000 0,200000 0,200000
21 1695204072 0,200000 -1 0,200000 0,200000 0,200000
21 1695204082 0,200000 -1 0,200000 0,200000 0,200000
21 1695204082 0,200000 -1 0,200000 0,200000 0,200000
