20 1695203772 1,000000 -1 1,000000 1,000000 1,000000
23 1695203772 1,000000 -1 1,000000 1,000000 1,000000
35 1695203792 1,000000 -1 1,000000 1,000000 1,000000
38 1695203807 1,000000 -1 1,000000 1,000000 1,000000
35 1695203812 1,000000 -1 1,000000 1,000000 1,000000
40 1695203822 1,000000 -1 1,000000 1,000000 1,000000
35 1695203832 1,000000 -1 1,000000 1,000000 1,000000
35 1695203857 1,000000 -1 1,000000 1,000000 1,000000
43 1695203867 1,000000 -1 1,000000 1,000000 1,000000
35 1695203877 1,000000 -1 1,000000 1,000000 1,000000
45 1695203877 1,000000 -1 1,000000 1,000000 1,000000
23 1695203877 1,000000 -1 1,000000 1,000000 1,000000
35 1695203897 1,000000 -1 1,000000 1,000000 1,000000
38 1695203907 1,000000 -1 1,000000 1,000000 1,000000
35 1695203917 1,000000 -1 1,000000 1,000000 1,000000
40 1695203927 1,000000 -1 1,000000 1,000000 1,000000
35 1695203937 1,000000 -1 1,000000 1,000000 1,000000
35 1695203962 1,000000 -1 1,000000 1,000000 1,000000
43 1695203967 1,000000 -1 1,000000 1,000000 1,000000
35 1695203982 1,000000 -1 1,000000 1,000000 1,000000
45 1695203982 1,000000 -1 1,000000 1,000000 1,000000
23 1695203982 1,000000 -1 1,000000 1,000000 1,000000
35 1695204007 1,000000 -1 1,000000 1,000000 1,000000
38 1695204012 1,000000 -1 1,000000 1,000000 1,000000
35 1695204027 1,000000 -1 1,000000 1,000000 1,000000
40 1695204032 1,000000 -1 1,000000 1,000000 1,000000
35 1695204052 1,000000 -1 1,000000 1,000000 1,000000
35 1695204072 1,000000 -1 1,000000 1,000000 1,000000
43 1695204072 1,000000 -1 1,000000 1,000000 1,000000
47 1695204082 1,000000 -1 1,000000 1,000000 1,000000
45 1695204082 1,000000 -1 1,000000 1,000000 1,000000
